suction_pressure,discharge_pressure,suction_temp,discharge_temp,flow_rate,motor_current,vibration_rms,ambient_temp,valve_position,lube_oil_pressure,fault_label
40.993428306022466,119.30867849414408,25.64768853810069,73.04605971281605,295.31693250553326,148.8293152152541,2.8158425631014783,32.302304187458724,47.65262807032524,61.627680130757895,0
39.073164614375074,117.67135123214871,25.241962271566035,66.1734395106844,265.50164334973937,147.18856235379513,2.2974337759331154,30.94274199778582,45.45987962239394,55.76308889599412,0
42.93129753784311,118.87111849756732,25.067528204687925,67.15050362757309,289.1123455094963,150.55461294854933,2.2698012845155393,31.127094055037016,46.99680655040598,59.12491875062017,0
38.79658677554121,129.26139092254468,24.986502775262068,67.8845781420882,316.4508982420638,143.8957817501449,2.541772719000951,24.120989628360675,43.359069755507846,60.59058370760737,0
41.47693315999082,120.85684140594985,24.88435171761176,69.39779260882142,270.4295601926515,146.40077895802645,2.4078722458080426,33.171366678656746,51.718091447842305,54.7108795339118,0
40.64816793878959,118.07458859791842,24.323077999694043,71.22335257768174,320.61999044991904,154.656400595581,2.332156495355472,29.072362872446355,51.65631715701782,62.92663538136708,0
39.04165152430942,119.07170511668092,23.893665025993972,67.60758675183865,316.25051644788397,156.78120014285412,2.485597975683933,33.01059869367607,51.808180125238174,58.06464073618463,0
40.722791211016826,127.69018283232984,24.964173960890047,73.12928731162802,247.6050979182051,154.10951252187613,2.517409413647634,29.102977948602398,50.458803882677515,54.03729325619732,0
39.56065622432497,121.78556285755873,26.477894044741515,68.9634595634527,283.83012794213624,147.49121478207732,2.6830804235404146,30.986253328979053,47.351198981164806,61.53980229934007,0
40.19415509869608,124.84322495266444,24.297946906122647,69.34467570680447,292.1578369373568,142.6824252593394,2.559224055412915,30.783165816539668,50.025567283212304,59.296238599874556,0
37.16925851589917,117.89677338617321,24.65728548347323,68.39544546155676,296.77428576667984,152.02025428407268,2.877237180242106,30.523733438495515,51.28775195361382,59.7766622527015,0
36.162457569401916,119.86743062275391,25.060230209941025,74.92648422497058,296.15278070437756,151.50773671166806,2.4930576460589515,26.493965887141403,55.7141140725751,62.25579909806032,0
41.58206389408609,115.4530627260263,26.4027943109361,67.19629787441544,311.7371418760054,160.9522781290499,2.3018927349738623,28.301106811191683,50.498256825438204,58.489573037651404,0
36.89867313786773,120.34281487403014,23.937696286273894,70.94718486127036,281.6115153153239,157.7496720250877,2.3433493415327526,29.033815451382974,54.06758608684835,56.30740705069813,0
40.45491986920826,126.53571377141213,23.39251676543877,70.3692677170646,305.19765588496847,153.90911435888654,2.2526098578243836,26.03863016074717,52.60970782808449,60.89095401969956,0
40.50098570069175,121.73224104748488,24.31997527842151,70.46450739432201,305.86144946597364,146.42824290986817,2.8731549022289515,31.42149876273536,44.04348251398676,61.96966082590149,0
38.050636659545354,123.93542301871226,26.158595579007404,68.35863536329659,319.2675225848864,152.0639046346825,2.664412031998898,35.69037894796184,48.77305941998565,57.738791506927534,0
38.22097114074895,115.92094857517282,24.922898290585895,70.6823039496333,305.53381598660036,154.1359162451801,2.5026003783755812,34.36060223147195,48.67671583381022,68.16050749976885,0
41.25133469553001,115.71421221791859,23.929107501938887,70.96494483048637,295.530744293483,153.57000247046045,2.594647524914709,29.78151326202938,45.76603140965798,55.4554583259424,0
39.10697009586596,124.28199397161737,25.214093744130203,67.50852244257602,303.46361851702363,151.9265868986442,2.3232285127597736,30.461175317836584,50.29104359223,56.57108910650813,0
40.715574720696566,122.80392263184117,26.083051243175277,72.10760410406981,272.4466126408582,145.3108748004244,2.6030070534417318,31.541357852736628,52.57523843153024,71.55819447196416,0
41.141781021386336,125.677828200903,25.954001763493203,71.30278250261159,293.6946151071931,153.79484610246635,2.3454349570924857,29.289544179779973,47.57318226085448,60.245622418158966,0
44.629317133347016,110.66367403704126,25.686260190374515,66.7745682576207,290.5613626842113,155.44475298483684,2.5128560038190924,26.76676566621208,46.42348145370016,62.038793246804026,0
38.53926673656573,121.08229294790988,25.045571839903815,68.69679930478837,342.8788817865065,153.16959511159007,2.0949714826684787,30.559362944308283,46.69106767615806,62.55730000438867,0
38.4149585231346,119.4263177926655,25.504987278980458,71.73151038834024,275.99407185888447,148.32749382079527,2.4050109377678086,28.040012302278864,58.82727120140548,61.21494513288287,0
37.47823209132991,124.58930973527389,27.122156197012632,72.0649305211023,269.61260068091974,147.57882963566874,2.7533822298373245,27.876991603143658,52.219097140731144,62.32390216028801,0
38.146139056843836,119.702373219691,21.758732659930928,67.95122471733141,294.9486369721368,143.76108409017576,2.826482260786327,25.7095758661181,47.79977756651508,60.39222173185827,0
42.88254657813223,112.82068924410281,26.163163752154958,70.02046612203917,280.36982697904097,152.31051737131637,2.539811939114694,28.199349368523617,50.349010424950094,58.844059209414716,0
40.2270346905025,123.31065337260523,26.586016816145353,67.5243690023463,342.66066749312535,140.2395610023875,2.4696429809928833,31.76495161945373,51.40495933867516,58.13190144053822,0
39.58375549928545,117.53499532670584,24.41063524305579,71.69920419404205,307.14030971930094,146.53545202369673,2.67991997508665,30.921898562629828,54.0643105941948,61.888886525770836,0
